
id;node1id;node2id;length;distance;curveness;volume;avgCrossSection;minRadiusAvg;minRadiusStd;avgRadiusAvg;avgRadiusStd;maxRadiusAvg;maxRadiusStd;roundnessAvg;roundnessStd;node1_degree;node2_degree;num_voxels;hasNodeAtSampleBorder
52;24;143;0.00528484;0.00475715;1.11093;3.37471e-08;6.38565e-06;0.00102194;0.000251598;0.00149748;0.000291067;0.00212394;0.000382058;0.487165;0.10737;1;1;10;1
53;32;5240;0.00434722;0.004222;1.02966;1.01791e-07;2.34151e-05;0.00127334;0.000192935;0.00350926;0.00201172;0.00605122;0.00359811;0.271897;0.123328;1;3;8;1
54;34;5245;0.00477614;0.00466945;1.02285;3.8324e-08;8.02405e-06;0.000929722;0.000119189;0.0016572;0.000835746;0.00279358;0.00208321;0.46856;0.215064;1;3;8;1
55;62;144;0.00468152;0.00450615;1.03892;1.84297e-08;3.9367e-06;0.000722434;6.30025e-05;0.0011722;8.52595e-05;0.00161749;0.00026115;0.452891;0.0507598;1;1;9;1
56;84;5246;0.00397895;0.0039041;1.01917;2.99025e-08;7.51518e-06;0.00060841;2.11824e-05;0.00172942;0.000198169;0.00312122;0.000573358;0.205991;0.0622507;1;3;8;1
57;5246;93;0.00546281;0.00475716;1.14834;1.51954e-08;2.7816e-06;0.0004177;0.000247718;0.000983164;0.000647449;0.00164789;0.00121362;0.385052;0.252961;1;3;11;1
58;5211;5247;0.00535058;0.00515837;1.03726;1.94061e-08;3.62692e-06;0.000627475;0.000243459;0.00123289;0.000310052;0.00192399;0.00049632;0.34111;0.120854;3;3;8;0
59;96;95;0.0105307;0.00595783;1.76754;1.01363e-07;9.62549e-06;0.000841843;0.000227611;0.00162495;0.000690961;0.00273337;0.00141974;0.369571;0.133594;1;1;22;1
60;117;5242;0.00379747;0.00354334;1.07172;1.31205e-08;3.45506e-06;0.000587346;7.14322e-05;0.00115019;0.000127384;0.0018093;0.000238796;0.330303;0.0573972;1;3;8;1
61;9;5243;0.00460885;0.00418514;1.10124;7.02404e-08;1.52403e-05;0.00148103;0.00019012;0.00238748;0.000600199;0.00373212;0.00146091;0.464501;0.185233;1;3;9;1
62;137;146;0.00726334;0.00373498;1.94468;3.39912e-08;4.67983e-06;0.000758718;0.000153608;0.00125446;0.000301359;0.00190459;0.000756712;0.464637;0.193762;1;1;16;0
63;35;5244;0.00423103;0.00395668;1.06934;4.97969e-08;1.17694e-05;0.00123289;0.000170956;0.00211101;0.000315998;0.00322628;0.000890297;0.414162;0.132256;1;3;9;1
64;5231;46;0.00694796;0.00504188;1.37805;6.12087e-08;8.80958e-06;0.000885461;0.000284473;0.00178617;0.000489716;0.00289529;0.000767108;0.31376;0.103563;1;3;15;1
65;58;5249;0.00448388;0.00427068;1.04992;3.60051e-08;8.02989e-06;0.000890229;9.65871e-05;0.00189174;0.000244702;0.00321921;0.000494438;0.28206;0.0473566;1;3;9;1
66;5222;5276;0.00297349;0.00270885;1.09769;2.94143e-08;9.89218e-06;0.00192876;0.000243912;0.00248;0.000247642;0.00308992;0.000382992;0.63043;0.0838781;3;6;4;0
67;78;147;0.00586012;0.00578625;1.01277;6.49921e-08;1.10906e-05;0.000660263;0.000100318;0.00204362;0.00061104;0.0038876;0.00115766;0.187496;0.0621275;1;1;10;1
68;5233;5247;0.00257719;0.00256162;1.00608;2.3861e-08;9.25854e-06;0.00135558;0.000264831;0.00211563;0.000188902;0.00293889;0.000355574;0.457628;0.0415025;3;3;3;0
69;105;5253;0.00448881;0.00437034;1.02711;1.64159e-08;3.65706e-06;0.000631392;8.08534e-05;0.00121882;0.000204129;0.0018939;0.000305359;0.339711;0.0492035;1;3;9;1
70;5223;5212;0.00658474;0.00422202;1.55962;3.51507e-08;5.33821e-06;0.00092268;0.000428297;0.0015673;0.000354192;0.00251605;0.0006695;0.392556;0.209322;3;3;13;0
71;109;5235;0.00914102;0.00739704;1.23577;1.08625e-07;1.18833e-05;0.00122968;0.000121048;0.00200695;0.000286806;0.00292349;0.000548394;0.435159;0.0863519;1;3;19;1
72;5224;142;0.00516219;0.00425857;1.21219;3.91784e-08;7.58949e-06;0.000826528;0.000261544;0.00165593;0.000233336;0.00266283;0.000550488;0.332451;0.135548;1;3;10;0
73;5236;5242;0.00293345;0.00286619;1.02347;1.34256e-08;4.57674e-06;0.00089994;0.000173449;0.00153381;0.000238162;0.00235844;0.000536322;0.403259;0.122484;3;4;5;0
74;5225;5264;0.00560865;0.00500021;1.12168;1.57446e-08;2.8072e-06;0.000594494;0.000204076;0.00111101;0.000317275;0.0016927;0.000506933;0.345837;0.0430927;4;5;8;0
75;5228;149;0.00594096;0.00464168;1.27992;3.80189e-08;6.39946e-06;0.00079902;0.000132793;0.0014561;0.000557841;0.00238979;0.0011499;0.400249;0.1503;1;3;11;0
76;5236;134;0.00612038;0.00453474;1.34966;2.52036e-08;4.11797e-06;0.00089242;0.000159875;0.00125517;0.00016817;0.00172444;0.000343286;0.533636;0.117102;1;4;13;0
77;136;5248;0.00242317;0.00226166;1.07141;1.58666e-09;6.54787e-07;0.000270053;7.83846e-05;0.000561506;0.000126575;0.000799505;0.00024503;0.394566;0.217382;1;3;4;0
78;5;5238;0.024889;0.0223616;1.11302;1.57263e-07;6.31858e-06;0.00115425;0.000201309;0.00147063;0.00024013;0.0019206;0.000424151;0.611463;0.095543;1;3;50;1
79;13;5258;0.00525171;0.00511058;1.02761;4.49148e-08;8.55242e-06;0.00136684;0.000191385;0.00179662;0.00018614;0.00242652;0.000306767;0.564113;0.0436476;1;4;10;1
80;17;5259;0.00628922;0.00595458;1.0562;3.64933e-08;5.80252e-06;0.00097355;0.000174234;0.00154419;0.000191513;0.0023192;0.000531091;0.444737;0.131515;1;4;12;1
81;5239;5259;0.00312323;0.0027489;1.13618;6.34666e-09;2.03208e-06;0.000671443;0.000341236;0.000997467;0.000372664;0.00129423;0.000441968;0.509061;0.146288;3;4;5;0
82;22;151;0.00517799;0.00494879;1.04631;2.30677e-08;4.45495e-06;0.000811028;0.000122774;0.00129442;0.00017824;0.0019357;0.000486034;0.453384;0.157552;1;1;10;1
83;5245;5244;0.00303448;0.00302411;1.00343;1.36087e-08;4.48468e-06;0.00103791;0.000284171;0.00143937;0.000239644;0.00216978;0.000344199;0.486678;0.147355;3;3;6;0
84;63;5250;0.00462756;0.00450616;1.02694;4.31451e-08;9.3235e-06;0.000904685;0.000262365;0.00228712;0.000778264;0.00423545;0.00209403;0.282012;0.152296;1;3;10;1
85;70;5251;0.00457082;0.00441932;1.03428;4.99189e-08;1.09212e-05;0.000920169;0.000118198;0.00231749;0.000588936;0.0044811;0.00156554;0.245167;0.1337;1;3;10;1
86;87;5252;0.00481055;0.00464171;1.03637;7.64038e-08;1.58826e-05;0.000711236;5.50088e-05;0.00229341;0.000578008;0.00427497;0.000909083;0.174691;0.0445392;1;3;10;1
87;112;5241;0.00883485;0.00560943;1.575;1.20403e-07;1.36282e-05;0.000939115;0.000450551;0.00226019;0.00115802;0.00393591;0.00202439;0.285146;0.148789;1;3;19;1
88;5236;5254;0.00905159;0.00774174;1.16919;3.66153e-08;4.04518e-06;0.000658916;0.000246669;0.00135866;0.0003938;0.00233861;0.000800347;0.317619;0.154916;3;4;19;0
89;116;5254;0.00563343;0.00549778;1.02467;1.09358e-07;1.94123e-05;0.00107715;0.00018054;0.00261708;0.00030141;0.00436708;0.00051905;0.250116;0.0475376;1;3;10;1
90;115;5255;0.00499367;0.0043664;1.14366;2.06266e-08;4.13056e-06;0.000647631;0.000400264;0.00115234;0.000518652;0.00166084;0.00070344;0.375418;0.11467;1;3;10;1
91;5224;5241;0.00435596;0.00358683;1.21443;2.74615e-08;6.30435e-06;0.000966912;0.000640308;0.00157472;0.000697083;0.00226849;0.000900898;0.427735;0.216806;3;3;8;0
92;126;5256;0.00796741;0.00683052;1.16644;7.33526e-08;9.20658e-06;0.000666678;0.000126239;0.00164833;0.000843948;0.00289028;0.00168612;0.320918;0.171799;1;3;16;1
93;4;5257;0.005126;0.0049331;1.0391;2.5051e-07;4.88705e-05;0.00215901;0.000344286;0.00404162;0.000818091;0.00710348;0.00168057;0.325245;0.113399;1;3;11;1
94;5216;18;0.0134027;0.0109178;1.2276;8.95245e-08;6.67958e-06;0.000777879;0.000209531;0.00173958;0.000318017;0.00307393;0.000722058;0.273298;0.105391;1;3;25;1
95;27;28;0.0109005;0.00249;4.3777;3.91784e-08;3.5942e-06;0.000636207;0.000224933;0.00107286;0.000213388;0.00155018;0.000355035;0.413141;0.133344;1;1;24;1
96;47;5274;0.00536667;0.00526097;1.02009;3.23436e-08;6.02675e-06;0.00105494;0.000118401;0.00153157;0.000124883;0.00214733;0.000352751;0.505932;0.104861;1;4;11;1
97;54;5260;0.0052531;0.00475715;1.10425;4.5464e-08;8.6547e-06;0.000675001;0.000124689;0.00190133;0.000413152;0.00324126;0.00085566;0.233327;0.107407;1;3;11;1
98;5249;53;0.00795712;0.00553526;1.43753;1.72702e-08;2.17041e-06;0.000512325;0.000190938;0.000888322;0.000387469;0.00147331;0.000867512;0.431979;0.185425;1;3;16;1
99;5265;5250;0.0019969;0.00195586;1.02098;7.75025e-09;3.88114e-06;0.00111212;3.16231e-05;0.00147947;6.95363e-05;0.00183032;0.000159265;0.611263;0.0438876;3;4;3;0
100;68;5261;0.00509892;0.00475715;1.07184;4.83323e-08;9.47891e-06;0.0011051;0.000376897;0.00195434;0.00053343;0.00319182;0.00138978;0.394461;0.179128;1;3;11;1
101;5262;5246;0.00111723;0.00106616;1.0479;5.9805e-09;5.35296e-06;0.00103612;0;0.00171127;0;0.00289962;0;0.357329;0;3;3;1;0
102;97;5253;0.00679671;0.00517172;1.31421;2.56064e-07;3.76747e-05;0.000403738;0.000126814;0.00468582;0.00340695;0.00789655;0.00549706;0.136808;0.203596;1;3;15;1
103;5235;5267;0.00277481;0.00274655;1.01029;1.98333e-08;7.14761e-06;0.00149834;0.000191653;0.00196147;0.000179821;0.00235095;0.000264498;0.637016;0.037022;3;3;3;0
104;140;5267;0.00442523;0.00400859;1.10393;2.45323e-08;5.54373e-06;0.000902577;0.000410683;0.00148152;0.000528274;0.00211863;0.000619318;0.415205;0.0832899;1;3;8;0
105;5229;5241;0.0106085;0.00902949;1.17487;3.56999e-08;3.36522e-06;0.000649463;0.000271603;0.00110333;0.000440859;0.0015637;0.000729975;0.477456;0.192418;3;3;22;0
106;5264;133;0.00994537;0.0072553;1.37077;3.93005e-08;3.95163e-06;0.000902175;0.000240933;0.00123408;0.000213966;0.00165453;0.00023232;0.547641;0.132755;1;5;19;0
107;3;5248;0.00602538;0.00467499;1.28886;1.96502e-08;3.26124e-06;0.000516837;0.000151151;0.00120583;0.00013538;0.00197609;0.000419384;0.283386;0.12401;1;3;13;1
108;10;5272;0.00647395;0.0059535;1.08742;1.95282e-08;3.01642e-06;0.000696131;0.000113773;0.00106337;0.00011387;0.0014552;0.000211568;0.485092;0.0850835;1;3;12;1
109;5238;5258;0.00509504;0.00497223;1.0247;4.29009e-08;8.42014e-06;0.00145843;0.000211692;0.0019825;0.000161558;0.00272857;0.000515392;0.562222;0.167438;3;4;8;0
110;5259;5239;0.00359715;0.0027489;1.30858;7.50614e-09;2.08669e-06;0.000774838;0.000426318;0.00106575;0.000380888;0.00142281;0.000399063;0.522573;0.145699;3;4;6;0
111;5226;5240;0.0217866;0.0201848;1.07936;1.04049e-07;4.7758e-06;0.000764684;0.00016695;0.00126466;0.000594236;0.00193338;0.00145862;0.514865;0.181092;3;4;48;0
112;141;5284;0.00506725;0.00474449;1.06803;1.52564e-08;3.01079e-06;0.000747393;0.000402619;0.00103934;0.000404111;0.00136334;0.000487376;0.522147;0.122085;1;5;9;0
113;33;5284;0.00973264;0.00884313;1.10059;1.68431e-07;1.73057e-05;0.00128347;0.000328253;0.00236015;0.000715192;0.00385545;0.00138181;0.384462;0.19531;1;5;19;1
114;40;152;0.00973479;0.00919113;1.05915;1.47013e-07;1.51018e-05;0.000510125;0.000331928;0.00158278;0.00137462;0.0028226;0.00304164;0.320612;0.202891;1;1;19;1
115;5274;5260;0.00603114;0.00538473;1.12005;2.92923e-08;4.85684e-06;0.000866763;0.000256153;0.00145705;0.000150356;0.00244651;0.000380117;0.362166;0.128155;3;4;11;0
116;56;5265;0.00789352;0.00731782;1.07867;7.6404e-08;9.67933e-06;0.00114636;0.000199056;0.00182557;0.000481908;0.00289947;0.00109877;0.450584;0.156896;1;4;14;1
117;5265;153;0.00368258;0.00339317;1.08529;1.58056e-08;4.29199e-06;0.000835704;0.000115758;0.00127967;0.000191583;0.00171822;0.000290741;0.4964;0.0817767;1;4;6;0
118;76;91;0.0195057;0.0138021;1.41324;5.17924e-07;2.65524e-05;0.001712;0.00103217;0.00313003;0.000948905;0.00477875;0.00106654;0.354865;0.171954;1;1;39;1
119;88;5266;0.00570912;0.00526741;1.08386;5.81574e-08;1.01867e-05;0.000798327;0.000211085;0.00197574;0.000411349;0.00325472;0.000918464;0.273407;0.127013;1;3;12;1
120;5252;5278;0.00203152;0.00200752;1.01196;1.51343e-08;7.44975e-06;0.00100697;3.15891e-05;0.00199866;0.000529695;0.00352948;0.00112637;0.309812;0.0781427;3;3;3;0
121;98;157;0.00546565;0.00526741;1.03764;4.16194e-08;7.61472e-06;0.000536349;9.73223e-05;0.00176528;0.000873855;0.00333569;0.00206039;0.244512;0.157723;1;1;12;1
122;5255;5269;0.00215814;0.00212015;1.01792;1.31815e-08;6.10781e-06;0.00179438;7.50382e-05;0.00203627;0.00013311;0.00237585;0.000239184;0.761463;0.0658175;3;3;3;0
123;5242;5269;0.00226997;0.00226166;1.00368;1.00082e-08;4.40896e-06;0.00138297;0.00022567;0.00191877;0.000327193;0.00273357;0.000649728;0.517914;0.0536537;3;3;3;0
124;5263;5264;0.00309056;0.00303947;1.01681;1.01302e-08;3.2778e-06;0.000994115;0.0002565;0.00140858;0.000295821;0.0018592;0.000225607;0.52928;0.0871734;3;5;4;0
125;5256;5264;0.00398515;0.00378036;1.05417;1.55615e-08;3.90488e-06;0.00102219;0.000158876;0.00140484;8.45048e-05;0.00190844;0.000162404;0.535346;0.0680524;3;5;6;0
126;2;5280;0.00705012;0.00647588;1.08867;6.67619e-08;9.46962e-06;0.000934542;6.4779e-05;0.00201956;0.000288946;0.00321312;0.000572252;0.30262;0.0712748;1;3;13;1
127;5243;5271;0.00241607;0.00236222;1.02279;1.1839e-08;4.90009e-06;0.00120227;0.000106766;0.00163089;4.84572e-05;0.00229378;0.000316057;0.531148;0.0663444;3;3;3;0
128;26;5283;0.00701192;0.0061341;1.1431;3.06959e-08;4.37767e-06;0.000868144;0.000240996;0.00133381;0.000231629;0.00193663;0.000433313;0.477149;0.167887;1;4;13;1
129;5230;5273;0.00292787;0.00286621;1.02151;3.86292e-08;1.31936e-05;0.00156257;0.00016989;0.00237049;0.000722402;0.00350958;0.00110798;0.477661;0.125729;3;3;5;0
130;5249;5275;0.00159351;0.00154166;1.03363;8.1164e-09;5.09339e-06;0.00115729;8.72056e-05;0.0016071;0.000268266;0.00231996;0.000373308;0.505892;0.0438147;3;3;2;0
131;5251;71;0.00819638;0.00548367;1.49469;4.47928e-08;5.46494e-06;0.000528602;0.000290224;0.00215519;0.00104665;0.00374546;0.00189493;0.235628;0.205524;1;3;18;1
132;81;5277;0.00584686;0.00556782;1.05012;3.39302e-08;5.80316e-06;0.000534557;0.000212483;0.00166416;0.000761736;0.0031792;0.00159038;0.200321;0.125936;1;3;13;1
133;5208;159;0.00611611;0.00548368;1.11533;1.77584e-08;2.90355e-06;0.000606078;0.000144193;0.00105054;0.000414501;0.00155853;0.000864836;0.44794;0.139882;1;3;12;0
134;5254;5268;0.00217637;0.00212017;1.02651;2.89872e-08;1.3319e-05;0.00124809;0.000203164;0.00244307;0.000419178;0.00389014;5.48902e-05;0.320184;0.0478483;3;3;3;0
135;5268;5255;0.00358293;0.00343227;1.04389;2.81328e-08;7.8519e-06;0.00164877;0.000281469;0.00202151;0.00035084;0.00252766;0.000530059;0.658895;0.0495909;3;3;6;0
136;5225;5263;0.00381972;0.0029854;1.27946;1.94672e-08;5.09649e-06;0.000661032;0.000106422;0.00147414;0.000240868;0.00228906;0.000330559;0.297172;0.074098;3;4;7;0
137;5225;5263;0.00636703;0.0029854;2.13272;2.01384e-08;3.16292e-06;0.000611451;6.41612e-05;0.00131368;0.000574021;0.00239937;0.00174552;0.377099;0.18173;3;4;13;0
138;5264;154;0.00496774;0.00458458;1.08358;2.22133e-08;4.47151e-06;0.000810958;0.000173575;0.00133121;0.0002713;0.00182999;0.000434408;0.465768;0.131387;1;5;9;0
139;5237;5280;0.00548564;0.00529025;1.03693;3.3503e-08;6.1074e-06;0.000813017;0.000135101;0.00158131;0.000278671;0.00254438;0.000636034;0.335406;0.0863691;3;3;10;0
140;5271;5272;0.00803529;0.00776508;1.0348;3.03907e-08;3.78216e-06;0.000808014;0.000331999;0.00117056;0.000343627;0.00157641;0.000517441;0.51542;0.135921;3;3;17;0
141;5258;5281;0.00389296;0.00368978;1.05507;3.02687e-08;7.77523e-06;0.00129212;0.000147673;0.0019331;0.000294345;0.00271008;0.000597615;0.494866;0.0963601;3;4;7;0
142;11;160;0.00821562;0.00757306;1.08485;3.75307e-08;4.56821e-06;0.000589983;0.000265126;0.0011233;0.000717763;0.00183236;0.00160293;0.46369;0.203413;1;1;17;1
143;21;5291;0.00998143;0.00972578;1.02629;1.05269e-07;1.05465e-05;0.00115044;0.00010001;0.00183294;0.000427811;0.00273127;0.000932192;0.46774;0.138767;1;4;18;1
